Id,Model,Price,Age_08_04,KM,HP,cc,Doors,Cylinders,Gears,Weight
673,TOYOTA Corolla 1.3 16V LIFTB LINEA LUNA 4/5-Doors,9750,58,105942,86,1300,5,4,5,1040
674,TOYOTA Corolla 1.3 16V Linea Terra 2/3-Doors,5950,59,105000,86,1300,3,4,5,1015
675,TOYOTA Corolla 1.3 16V LIFTB G6 4/5-Doors,8500,62,105000,86,1300,5,4,5,1040
676,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,8495,68,104299,110,1600,5,4,5,1085
677,TOYOTA Corolla 1.3 16V HATCHB LINEA LUNA 2/3-Doors,9250,67,104000,86,1300,3,4,5,1020
678,TOYOTA Corolla 1.3 LIN. Terra 2/3-Doors,6900,68,104000,86,1300,3,4,5,1015
679,TOYOTA Corolla 1.3 16V HATCHB G6 2/3-Doors,8950,58,103458,86,1300,3,4,5,1025
680,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9500,63,103400,110,1600,5,4,5,1075
681,TOYOTA Corolla 1.3 16V WAGON LINEA LUNA Stationwagen,9250,63,102807,86,1300,5,4,5,1055
682,TOYOTA Corolla 1.6 16V WAGON LINEA LUNA Stationwagen,9895,68,102494,110,1600,5,4,5,1090
683,TOYOTA Corolla 2.0 LB LINEA TERRA D 4/5-Doors,9950,57,102300,72,2000,5,4,5,1135
684,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7950,61,102106,110,1600,3,4,5,1050
685,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8750,68,101889,110,1600,5,4,5,1075
686,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,8250,57,101791,72,2000,3,4,5,1115
687,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,8950,63,101469,110,1600,3,4,6,1065
688,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8950,68,101001,110,1600,5,4,5,1075
689,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8950,61,100748,110,1600,5,4,5,1070
690,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8950,65,100550,110,1600,5,4,5,1075
691,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,9450,67,99781,110,1600,5,4,5,1085
692,TOYOTA Corolla 1.3 16V HATCHB LINEA LUNA 2/3-Doors,8950,59,98658,86,1300,3,4,5,1020
693,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9250,65,98500,110,1600,5,4,5,1075
694,TOYOTA Corolla 1.3 Linea Terra sedan Comf. 4/5-Doors,8750,64,98291,86,1300,4,4,5,1000
695,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,9950,61,97648,110,1600,3,4,6,1065
696,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,61,97425,110,1600,5,4,5,1075
697,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,9900,65,97173,86,1300,3,4,5,1015
698,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,8950,66,97046,86,1300,4,4,5,1000
699,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,67,96000,110,1600,3,4,5,1050
700,TOYOTA Corolla 2.0 DSL SEDAN LINEA TERRA 4/5-Doors,12250,60,96000,72,2000,4,4,5,1100
701,TOYOTA Corolla 1.6 Linea Terra LB 4/5-Doors,9250,67,95750,110,1600,5,4,5,1070
702,TOYOTA Corolla 1.6 HB Linea Luna 2/3-Doors,10250,61,95147,110,1600,3,4,5,1050
703,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,68,95000,110,1600,3,4,5,1050
704,TOYOTA Corolla 1.6-16v Linea Terra 2/3-Doors,7999,65,95000,110,1600,3,4,5,1050
705,TOYOTA Corolla 1.6 G6R HB 2/3-Doors,9900,66,94606,110,1600,3,4,5,1065
706,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,8250,63,94504,86,1300,4,4,5,1000
707,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10500,65,93428,110,1600,5,4,5,1075
708,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8450,65,93408,86,1300,3,4,5,1015
709,TOYOTA Corolla 1.6 16V WAGON LINEA LUNA Stationwagen,9900,68,93296,110,1600,5,4,5,1090
710,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10500,62,93098,110,1600,5,4,5,1075
711,TOYOTA Corolla 2.0 DSL SEDAN LINEA TERRA 4/5-Doors,8500,67,92922,72,2000,4,4,5,1100
712,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9500,61,92498,110,1600,3,4,5,1050
713,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,9450,65,92226,110,1600,3,4,6,1065
714,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,9900,68,91505,72,2000,3,4,5,1115
715,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8250,64,91333,110,1600,3,4,5,1050
716,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8750,65,91246,86,1300,3,4,5,1015
717,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9500,58,91000,110,1600,5,4,5,1075
718,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8450,68,90727,110,1600,3,4,5,1050
719,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8490,62,90000,110,1600,3,4,5,1050
720,TOYOTA Corolla 1.6 Linea Terra Sedan 4/5-Doors,8750,60,89576,110,1600,4,4,5,1035
721,TOYOTA Corolla 1.3 16V HATCHB G6 2/3-Doors,9750,64,89145,86,1300,3,4,5,1025
722,TOYOTA Corolla 1.6 Linea Luna Wagon Stationwagen,9950,63,89000,110,1600,5,4,5,1085
723,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8500,68,88807,110,1600,3,4,5,1050
724,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8450,63,88685,110,1600,5,4,5,1070
725,TOYOTA Corolla 1.6 16V SEDAN LINEA LUNA 4/5-Doors,7900,62,88667,110,1600,4,4,5,1040
726,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8750,57,88480,110,1600,3,4,5,1050
727,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7950,61,88127,86,1300,3,4,5,1015
728,TOYOTA Corolla 1.3 16V HATCHB LINEA LUNA 2/3-Doors,6900,62,88000,86,1300,3,4,5,1020
729,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8150,65,87821,86,1300,3,4,5,1015
730,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA AUT3 4/5-Doors,10995,59,87654,86,1300,5,4,5,1065
731,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8900,59,86888,110,1600,3,4,5,1050
732,TOYOTA Corolla 1.3 16V LIFTB LINEA LUNA 4/5-Doors,9500,59,86871,86,1300,5,4,5,1040
733,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,8950,68,86714,110,1600,4,4,5,1035
734,TOYOTA Corolla 1.6 G6 HB 2/3-Doors,11500,65,85889,110,1600,3,4,6,1065
735,TOYOTA Corolla 1.6 Terra HB 2/3-Doors,10450,62,85000,110,1600,3,4,5,1050
736,TOYOTA Corolla 1.3 16V HATCHB G6 2/3-Doors,10500,60,85000,86,1300,3,4,5,1025
737,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,9250,68,84976,110,1600,4,4,5,1035
738,ÊTOYOTA Corolla 1.6 16v Linea Luna Stationwagen,10950,65,84558,110,1600,5,4,5,1120
739,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10450,62,84549,110,1600,5,4,5,1075
740,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9250,68,84482,110,1600,5,4,5,1075
741,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8750,62,83908,110,1600,5,4,5,1070
742,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8750,67,83560,86,1300,3,4,5,1015
743,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA AUT4 4/5-Doors,9800,68,83000,107,1600,5,4,5,1100
744,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8250,64,82723,86,1300,3,4,5,1015
745,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,10450,62,82421,110,1600,3,4,6,1065
746,TOYOTA Corolla 1.6 4/5-Doors,9750,58,82254,110,1600,5,4,5,1050
747,TOYOTA Corolla Linea Luna 1.6i 16V 2/3-Doors,8950,61,82115,110,1600,3,4,5,1055
748,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7450,65,82000,86,1300,3,4,5,1015
749,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,8450,68,81965,86,1300,5,4,5,1035
750,TOYOTA Corolla 1.6 HB LINEA TERRA 2/3-Doors,8250,66,81250,110,1600,3,4,5,1050
751,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,10950,65,81192,110,1600,3,4,6,1065
752,TOYOTA Corolla 1.6 16V SEDAN LINEA LUNA 4/5-Doors,8950,61,81170,110,1600,4,4,5,1040
753,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8750,66,81083,86,1300,3,4,5,1015
754,TOYOTA Corolla 1.6 VVTi Linea Luna 4/5-Doors,10450,61,80714,110,1600,5,4,5,1075
755,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,10950,57,80470,110,1600,5,4,5,1085
756,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,8450,65,80439,110,1600,4,4,5,1035
757,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,9950,59,80430,110,1600,3,4,6,1065
758,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,9950,68,80426,110,1600,3,4,5,1055
759,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8750,62,80265,86,1300,3,4,5,1015
760,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9950,65,80153,110,1600,5,4,5,1070
761,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9500,68,80121,110,1600,5,4,5,1070
762,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,8250,65,80086,110,1600,4,4,5,1035
763,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10950,62,80000,110,1600,5,4,5,1075
764,TOYOTA Corolla 1.3 LB LINEA TERRA 4/5-Doors,7950,60,80000,86,1300,5,4,5,1015
765,TOYOTA Corolla 1.3 HB LINEA TERRA 2/3-Doors,8250,65,80000,86,1300,2,4,5,1015
766,TOYOTA Corolla 1.6 16V SEDAN LINEA LUNA 4/5-Doors,9895,67,79858,110,1600,4,4,5,1040
767,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,9130,67,79762,86,1300,3,4,5,1015
768,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA AUT3 4/5-Doors,10950,59,79660,86,1300,5,4,5,1065
769,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10500,60,79150,110,1600,5,4,5,1075
770,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8900,61,79000,110,1600,3,4,5,1050
771,TOYOTA Corolla 1.3 16V LIFTB G6 4/5-Doors,9500,57,78955,86,1300,5,4,5,1045
772,TOYOTA Corolla 2.0 D Linea luna Wagon Stationwagen,10950,59,78750,90,1975,5,4,5,1155
773,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7950,68,78521,86,1300,3,4,5,1015
774,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7950,64,78356,86,1300,3,4,5,1015
775,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7950,65,78076,86,1300,3,4,5,1015
776,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA AUT4 4/5-Doors,9500,61,78063,107,1600,5,4,5,1100
777,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10950,67,77821,110,1600,5,4,5,1075
778,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,9750,68,77695,110,1600,4,4,5,1035
779,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9750,65,77500,110,1600,3,4,5,1050
780,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,9450,63,77457,110,1600,3,4,5,1055
781,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8950,68,77029,86,1300,3,4,5,1015
782,TOYOTA Corolla 1.3 16V Linea Terra 2/3-Doors,8950,68,77008,86,1300,3,4,5,1015
783,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8900,66,76791,110,1600,5,4,5,1070
784,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,9950,61,76700,86,1300,5,4,5,1035
785,TOYOTA Corolla 1.3 16V HATCHB LINEA LUNA 2/3-Doors,8750,67,76569,86,1300,3,4,5,1020
786,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8950,59,76162,110,1600,5,4,5,1075
787,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,8990,65,76155,110,1600,4,4,5,1035
788,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8950,61,75609,86,1300,3,4,5,1015
789,TOYOTA Corolla 2.0 DSL HATCHB LINEA LUNA 2/3-Doors,8950,62,75569,72,2000,3,4,5,1120
790,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,9950,67,75429,110,1600,3,4,6,1065
791,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9900,68,75000,110,1600,5,4,5,1075
792,TOYOTA Corolla 1.3 HB LINEA TERRA 2/3-Doors,8950,65,75000,86,1300,3,4,5,1015
793,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8950,62,75000,110,1600,5,4,5,1070
794,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA AUT4 2/3-Doors,9500,66,74963,107,1600,3,4,5,1085
795,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7950,68,74889,86,1300,3,4,5,1015
796,TOYOTA Corolla 1.6 LB LINEA LUNA 4/5-Doors,7750,68,74875,110,1600,5,4,5,1070
797,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8950,63,74747,110,1600,5,4,5,1075
798,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,11950,60,74720,110,1600,5,4,5,1085
799,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8950,62,74457,110,1600,5,4,5,1075
800,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,11950,60,74337,86,1300,5,4,5,1035
801,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,68,74308,110,1600,3,4,5,1050
802,TOYOTA Corolla 1.6 Linea Terra HB 2/3-Doors,9950,64,74193,110,1600,3,4,5,1050
803,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8250,65,74179,110,1600,3,4,5,1050
804,TOYOTA Corolla 1.3 16V WAGON LINEA TERRA Stationwagen,8995,67,73936,86,1300,5,4,5,1050
805,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,9995,61,73894,110,1600,3,4,6,1065
806,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9250,64,73500,110,1600,3,4,5,1050
807,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,10950,64,73376,110,1600,5,4,5,1070
808,TOYOTA Corolla 1.3 16V 2/3-Doors,8900,64,73300,86,1300,3,4,5,1015
809,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9500,58,73172,110,1600,5,4,5,1075
810,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,58,72928,110,1600,5,4,5,1075
811,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7950,67,72880,86,1332,3,4,5,1015
812,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8250,63,72522,110,1600,3,4,5,1050
813,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,9450,64,72000,86,1300,3,4,5,1015
814,TOYOTA Corolla 1.3 HB LINEA TERRA 2/3-Doors,7950,57,72000,86,1300,3,4,5,1015
815,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,9500,59,71366,110,1600,3,4,6,1065
816,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,65,71317,110,1600,3,4,5,1050
817,TOYOTA Corolla 1.6 16v Liftback Linea Terra 4/5-Doors,10950,62,71000,110,1600,5,4,5,1070
818,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,60,70954,110,1600,3,4,5,1050
819,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,9450,63,70908,86,1300,5,4,5,1035
820,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,8000,58,70560,110,1600,3,4,5,1050
821,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9900,67,70552,110,1600,5,4,5,1075
822,TOYOTA Corolla 1.6 16v VVTi Terra Comfort 4/5-Doors,8950,62,70500,110,1600,5,4,5,1035
823,TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,10900,60,70453,72,2000,5,4,5,1135
824,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,9450,59,70218,110,1600,3,4,5,1050
825,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,8450,64,70116,110,1600,4,4,5,1035
826,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9500,65,70068,110,1600,5,4,5,1075
827,TOYOTA Corolla 1.6 16v Linea Luna 2/3-Doors,10500,67,70000,107,1587,3,4,5,1065
828,TOYOTA Corolla 1.3 16V L. TERRA COMFORT 2/3-Doors,6950,68,70000,86,1300,3,4,5,1015
829,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,9750,68,69103,110,1600,4,4,5,1035
830,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,6950,58,69022,86,1300,5,4,5,1035
831,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,9650,67,69000,110,1600,3,4,6,1065
832,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,9950,68,68865,110,1600,3,4,6,1065
833,TOYOTA Corolla 1.3 16V HATCHB G6 2/3-Doors,9250,58,68723,86,1300,3,4,5,1025
834,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8950,63,68453,110,1600,5,4,5,1070
835,TOYOTA Corolla 1.3 16V WAGON LINEA TERRA Stationwagen,9900,63,68238,86,1300,5,4,5,1050
836,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,10995,63,68153,110,1600,5,4,5,1085
837,TOYOTA Corolla 1.6 Luna Liftback 4/5-Doors,10500,65,68000,110,1600,5,4,5,1075
838,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8950,65,68000,86,1300,3,4,5,1015
839,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,9750,67,67762,110,1600,3,4,6,1065
840,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10950,68,67146,110,1600,5,4,5,1075
841,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,9750,67,67110,86,1300,5,4,5,1035
842,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,9950,59,67010,110,1600,3,4,6,1065
843,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,10500,65,67003,110,1600,4,4,5,1035
844,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA AUT3 2/3-Doors,10400,68,66785,86,1300,3,4,5,1045
845,TOYOTA Corolla 3drs 13i-16V 2/3-Doors,8800,68,66550,86,1332,3,4,5,1010
846,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,10500,61,66259,110,1600,3,4,6,1065
847,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9250,62,66082,110,1600,5,4,5,1070
848,TOYOTA Corolla 1.3 16V HATCHB S 2/3-Doors,7800,65,66000,86,1300,3,4,5,1015
849,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9950,61,66000,110,1600,3,4,5,1050
850,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,10750,63,65896,110,1600,3,4,6,1065
851,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10950,67,65785,110,1600,5,4,5,1075
852,TOYOTA Corolla 1.6 16V SEDAN LINEA LUNA AUT4 4/5-Doors,9950,65,65513,110,1600,4,4,5,1070
853,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9950,59,65463,110,1600,5,4,5,1070
854,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,8100,68,65400,86,1300,4,4,5,1000
855,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9250,60,65259,110,1600,3,4,5,1050
856,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7800,64,65000,110,1600,3,4,5,1050
857,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9000,68,65000,110,1600,5,4,5,1070
858,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,8950,57,65000,110,1600,4,4,5,1035
859,TOYOTA Corolla 1.3-16V Luna 2/3-Doors,8950,62,64966,86,1300,3,4,5,1020
860,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,68,64950,110,1600,5,4,5,1075
861,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8500,60,64914,110,1600,5,4,5,1070
862,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,7995,62,64797,110,1600,5,4,5,1075
863,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8750,65,64772,110,1600,3,4,5,1050
864,TOYOTA Corolla 1.3 16V HATCHB LINEA LUNA 2/3-Doors,9750,63,64690,86,1300,3,4,5,1020
865,TOYOTA Corolla 1.6 Linea Terra LB 4/5-Doors,10950,65,64630,110,1600,5,4,5,1070
866,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,9750,67,64613,110,1600,5,4,5,1085
867,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8200,60,64383,86,1300,3,4,5,1015
868,TOYOTA Corolla LIFTBACK 1.6 Linea Sol 4/5-Doors,8950,68,64000,110,1600,5,4,5,1075
869,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,9500,66,63881,86,1300,3,4,5,1015
870,TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,10950,58,63870,72,2000,5,4,5,1135
871,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA AUT3 4/5-Doors,9750,66,63328,86,1300,5,4,5,1065
872,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA AUT3 4/5-Doors,9950,65,63000,86,1300,5,4,5,1065
873,TOYOTA Corolla 1.3 16V HATCHB LINEA LUNA AUT3 2/3-Doors,10450,61,63000,86,1300,3,4,5,1050
874,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9850,65,62396,110,1600,3,4,5,1050
875,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9450,62,62377,110,1600,5,4,5,1075
876,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,10295,67,62316,110,1600,3,4,5,1050
877,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,9750,68,62292,110,1600,3,4,6,1065
878,TOYOTA Corolla 1.6i Linea Terra HB 2/3-Doors,8950,65,62225,110,1600,3,4,5,1050
879,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9900,68,62222,110,1600,5,4,5,1075
880,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,8750,66,62135,86,1300,5,4,5,1035
881,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,58,62024,110,1600,5,4,5,1075
882,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8500,60,61977,86,1300,3,4,5,1015
883,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,9950,62,61930,110,1600,4,4,5,1035
884,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,10950,57,61682,110,1600,3,4,5,1050
885,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,9795,68,61568,110,1600,4,4,5,1035
886,TOYOTA Corolla 1.6 Linea Terra Comfort 4/5-Doors,8750,68,61504,110,1600,4,4,5,1035
887,TOYOTA Corolla 1.6 HB Linea Terra 2/3-Doors,8250,65,61384,110,1600,3,4,5,1050
888,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,58,61343,110,1600,5,4,5,1075
889,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,62,61254,110,1600,5,4,5,1075
890,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,10500,59,61166,110,1600,3,4,5,1050
891,TOYOTA Corolla 1.3 16V LIFTB LINEA LUNA 4/5-Doors,9750,62,61149,86,1300,5,4,5,1040
892,TOYOTA Corolla 1.6 16V WAGON LINEA LUNA Stationwagen,11250,61,61144,110,1600,5,4,5,1090
893,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8900,59,61127,110,1600,3,4,5,1050
894,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7950,60,61100,86,1300,3,4,5,1015
895,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,11500,68,61100,110,1600,5,4,5,1075
896,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9450,57,61000,110,1600,3,4,5,1050
897,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7995,65,60724,86,1300,3,4,5,1015
898,TOYOTA Corolla 1.3 16V LIFTB G6 4/5-Doors,10995,59,60708,86,1300,5,4,5,1045
899,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,61,60532,110,1600,3,4,5,1050
