_unit_id,policies_violated,review
679455881,RudeService,McDonald's will be McDonald's so I've based my review on service alone. cashier had no personality. He didn't smile or even was interested on working. He looked and sounded miserable taking my order. The manager on the other hand gave me my food with a smile and even cracked a joke. it was a morning shift so that employee needs to cheer up and smile more and spread positive vibes especially when people are just starting their day.
679455882,"RudeServiceOrderProblemMissingFoodBadFood","I am only giving this location one star, because you can't give zero stars. This location can't get anything right. First, my order is wrong or incomplete 7 out of 10 times. Second, the food comes out cold or the fries will not be salted often. Third, a manager/shift supervisor was extremely rude to me simply because I went through the drive thru w/ two separate orders. Fourth, if you want ice cream it's a crap shoot. You never know if the machine will work. TERRIBLE! Worst McDonalds on the planet!!!!"
679455883,na,"I forget that I'm at McDonald's when I visit this location. It is very clean, and the food is fresh. The indoor play area is large and new. Service is good...could use a few more smiles. Sometimes I feel as if the cashier (same one each time I went) is annoyed that she actually has to work when I go up to order. But my order was always correct. I definitely recommend this location!"
679455884,"OrderProblemBadFoodRudeService","This place is absolutely horrible! The last 3 times I have gone there they have gotten the order wrong. This last time was the final straw. They not only got the order wrong but the food they did give us was cold! The chicken sandwich was cold and felt like cardboard! The fries were completely disgusting and soggy like they had been redropped in the fryer. The manager on duty was an absolute joke! Aubrey the manager did not offer to remake the food. I had to demand a refund from him. And then asked if it would be remade and he said, ""oh you want it redone?"" This is the absolute worst McDonalds and upper management should be ashamed of the level of service that is provided to their customers and the horrible quality of their food!"
679455885,"BadFoodRudeService","Why do I keep falling into this hellhole?!4 times, yes, 4, the most I chances I have given a place...either they:a) Are out of whatever you want.b) Have bad attitudes.c) Give you cold food.d) Give you melted down frozen strawberry lemonade that looks like puke, I should have taken a picture so that you would know I am not making it up.I am going to yell now, ready? STAY AWAY FROM THIS PLACE!!!"
679455886,OrderProblem,"McDonald's usually is good for an inexpensive, decent quick bite when you've been drinking. However, I hate clarifying 2 times that I'm ordering an unsweetened iced tea and receive a disgustingly saccharine sweet tea. I mean, this location is one that you order face-to-face through drive-thru! ξHere's the conversation: ξ""I'd like an unsweetened iced tea,"" I pronounced. ""sweetened or unsweetened?"" asked the careful listener. ""unsweetened,"" I replied. You know the rest of the story...Oh, and the southern style chicken hockey puck was both dry and burnt. This McDonald's receives 1 star because they were able to make a usual shitty dining experience even shittier."
679455887,Cost,"There is one reason and one reason alone that my family comes to this McDonald's - and it's the PlayPlace. With NV's awful winter wind and scorching summers, it's a nightmare place for kids that need to run off some steam. We come here with my 5 year old sister and 8 year old brother so they can run around and to grab a drink. Usually, this location is packed with kids. This McDonald's is more expensive than other ones."
679455888,RudeService,"Walked into this place for the first time to get an ice cream cone while my wife shopped at nearby pet store. The older lady wearing glasses behind the counter asked me if I wanted it To-Go, ""To-Go"" ? it's an ice cream cone. Anyway I said To-Go, this lady then gave me the biggest Yarn as she handed me my change, then I watched her drop some kind of plastic cup on to the floor, but didn't pick it up right away. She looked like she didn't want to be there at all. i watched her prepare my ice cream cone, then she decided to pickup that cup she dropped on the floor earlier, what gets me is the way she picked it up, looked like as if she was picking up a 400 lbs weight at the gym. Then, as she was handing me my ice cream she says to me ""Welcome"", ""Welcome"" for What? ξI haven't said my Thank You yet !, ξas if she was doing me a big favor. ξI grewup in Japan where a customer service is probably the best in the world so maybe I'm little too critical. But I do know one thing, if this was a McDonalds in Japan, she be so Fired !"
679455889,"OrderProblemRudeService","Horrible !!!! ξThe teenagers who work here are more interested in socializing than serving customers. ξI have been coming to this location for over a year because it is close to my house , but must say I will drive a little further now just so my order will be correct ! ξI dont understand ????? Are suburb teenagers IQ's going so far down that they cant get even master a cheeseburger fries and drink order? ξ I get excellent correct orders at Maryland pkwy and trop location on my way to work!!!! ξI challenge the owner if this location to order ξa meal here and I would be beyond shocked if it is hot and correct! ξOne example: i ordered a cone a diet coke and 2 coffee. ξThey give me 2 coffee. ξI say "" my cone?"" ξHe looks at the big bright screen with the order and ξsays "" oh ya "". ξGives me my cone. ξ Then a few seconds pass. ξ"" my diet coke ?"" ξOnce again another long hard look at the screen followed by a puzzled look and another "" uggggghh oh ya"". ξNeed I say more. ξGo somewhere else !!!!!"
679455890,"RudeServiceOrderProblem",I stopped coming to this location because they NEVER give you napkins in the drive-thru..employees here are pretty grumpy.
679455891,na,It's a typical Mcdonald's with a play area that's great for kids to run around and burn off some energy. ξIt hasn't been renovated like many other Mcdonalds around town but I'm sure it will be done sooner rather than later. ξFood was exactly what we ordered and was hot and tasty.
679455892,"RudeServiceBadFood","I usually do not care to write reviews for fast food chains, but this was the strangest experience we have had in a drive thru in a long time. ξWhen we pulled up to the first menu, we did not see a window so we glanced at the menu and pulled forward to the next menu where the intercom usually is located. ξWe did not see one and another car was already behind us. ξWe went around the building thinking that we missed it at the first menu only to find that located at the second menu was a big unlit sign stating that it was ""personal face-to-face service"" and we were to order at the window...really??? ξWe pulled up to the first window and no one was there and neither was there a sign stating to move forward to the next window. ξWe took the risk and pulled forward. ξA few seconds later a lady wearing the supervisor uniform took our order while giving another employee a hug and having a conversation with another employee. ξThen we saw the car behind us paying for and placing their order at the first window! ξThen the lady who took our order came back with our food and was trying to give us some change when she realized it belonged to the car behind us. ξThe food was cold and old...very confusing and horrible experience at what should have been just a simple drive thru service. ξI am not surprised by the low ratings this location has received."
679455893,SlowService,"Good location, s-l-o-w service. ξFunny crew, on a trip through the drive thru, the cutie taking my order for a Happy Meal, asked if I would like a girl or a boy toy?, I excitedly answered ""Oh!, I'll take a Boytoy!"", he must of thought I was a dirty old lady, he'd be half right!"
679455894,"OrderProblemRudeService",If I could give this McDonald's a negative star I would! ξAbsolute worst McDonald's I have ever been to. ξThey NEVER get your order right. ξThe kids taking your order are usually texting or on their cell phones while you are trying to order. ξThe fry containers are always half empty. ξThey ALWAYS have a hand written sign hanging up on the drive thru that explains what they are out of. ξOne time it was hamburger patties! ξWe live around the corner but choose to drive an extra 5 minutes and go to any McDonald's that is not owned by the Lipscomb & Smith franchisee. Terrible....F!
679455895,"SlowServiceRudeServiceBadFood","This McDonalds is absolutely awful. ξIt always seems like it is never open, its not open 24 hours like most locations, and the service is very horrible and slow. ξThe line is always long and as said, the place is so slow. ξTheir quality for a bacon egg and cheese biscuit is very low. ξThe best location is Pecos and Bonanza. ξThis one Valle Verde and Paseo Verde is the worst."
679455896,OrderProblem,"We should have read reveiws first! I'm amazed that one store in a chain can be so consistently terrible. We have now had our order screwed up three times in a row- that's three for three. We have an endlessly growing tab of free stuff from every time we have called to complain abour our order being wrong. ξThe last time we got home with the incorrect order it was actually the store manager who completely screwed our stuff up! If you are going to bother hitting this restaurant against all recommmendation that you do not, , make SURE before you leave that the incompetent workers haven't botched your food! ξI GUARENTEE that they have."
679455897,BadFood,The sweet tea and fries are always good but everything else on this menu at this location is meh the burgers are arguably the worst I had at any McDonald's sadly
679455898,Filthy,Discusting & Dirty!!! ξIf it weren't for my Gson I would have left. I took pictures I hope you can see what's going on here.
679455899,"BadFoodSlowService","It's 2 for 1 review day! ξI can't review the Walmart without reviewing the McDonald's that resides inside. ξAnd boy is it some tantalizing stuff.I try not to give too many 1-star reviews but this McDonald's so deserves it. ξI hardly frequent a McDonald's at all (although this is my second McDonald's review in less than a week) but I need to let the peeps in on this one. ξNo Yelper should go unwarned. ξOf course I came to McDonald's since I have those coupons for their new contraption, the McWrap. ξWhich when I pronounce very fast and in my Scottish accent sounds much like 'McCrap'. ξAfter my second go round with this thing, I have made up my mind it is decidedly so. ξI need to write McDonald's execs to change the name on this thing immediately.My coupon for the day was buy a medium fries and a medium drink, get a McWrap of your choice for FREE. ξI have a hard time resisting free. ξI'm here to tell you...WORST ALMOST FREE MEAL OF MY LIFE!!! ξSeriously.It was the tail end of lunchtime so the line was still a bit busy. ξI patiently waited for almost 10 minutes...which is like forever in McDonald's time. ξAt least two folks left the line while I was there. ξI know it's not McDonald's fault, but the couple in front of me took up majority of the line space because they were in motorized wheelchairs. ξAnd they were very loud. ξThis doesn't bother me much. ξBut...they were also very stinky. ξYes, stinky. ξI have no problem with stinky in most cases (I occasionally help the homeless so I know) but the guy in front of me hadn't washed in DAYS if I were to guess. ξTo each his own, and I know it's almost summer so I know we all want to save water...but DAMN. ξIf I get a whiff and I have to take a step back? ξYou might be S-T-I-N-K-Y. ξBut who am I to judge? ξI took a big step back and waited my turn. ξFree is the motivation here. ξI finally get up there to the McDonald's cashier and present my coupon to the guy. ξHe takes a look at it and says 'We don't usually take the promo coupons at this location but we'll let you use it."" ξThen he proceeds to put the coupon onto a stack of...more coupons! ξMind boggling to say the least. ξHe takes my order of a medium fries and medium drink, asks me what type of McWrap I want (Grilled Chicken & Bacon) and rings me up. ξ$2.91 later I'm given my receipt and asked to wait for my number to be called.I wait. ξAnd wait. ξ#1! ξ#2! ξ#3! ξ#5! ξ#6! ξ#7! ξ#8! ξObviously I'm #4 and 10 minutes later I am still waiting. ξHonestly, what the Hell are you guys doing back there? ξMixing the masa for my fresh pressed tortilla? ξFeathering a chicken? ξPerhaps ripening a tomato? ξI ask the McDonald's runner and he tells me, ""We're waiting for your McWrap."" ξOf course.At this point I'm almost running late to be back at work, so the minute I get my order I bolt back to the office and have lunch at my desk. ξThankfully I'm only three minutes away. ξI really, really should have just gone to the vending machine or eaten my stash of Reese's chocolate peanut butter eggs from last Easter. ξTalk about disappointment! ξI take out my McWrap from my bag and lay down the box of fries on my desk. ξI continue working while munching away on what is supposed to be McDonald's claim to fame. ξTheir golden fries. ξI bite into one, eh a bit stale. ξI bit into another one, eh not enough salt. ξI bite into yet another one, eh cold?? ξI look down, and whaddaya know? ξMy damn fry is not even barely cooked! ξWhite like Olivia Wilde in the winter. ξI look through the entire box and find at least half a dozen fries not cooked properly! ξNot golden brown! ξNot delicious! ξBarely out of their frozen state, and just limp. ξNot acceptable! ξPlease check my pic for proof of this travesty. ξMcDonald's not doing their fries right is like IKEA not serving their Swedish Meatballs with gravy. ξNO BUENO.After getting over this somewhat I finally hit my stride to go on to my Grilled Chicken & Bacon McWrap. ξWow, talk about lightning striking twice. ξThis thing was lifeless! ξAfter unwrapping this beast (the box is still the best part about this McWrap), I could just tell something was off. ξTortilla was already showing signs of being soggy way too long. ξThe chicken peeking out of the top was not looking tip top shape either. ξAfter some hesitation, I took a bite. ξUGH I say, UGH! ξFreshness was not part of the gameplan for this McDonald's today. ξAll cold and soggy! ξAnd upon all, my McWrap wasn't built correctly! ξInstead of having Spring Mix like it's supposed to, there was plain old shredded iceberg lettuce! ξAnd my bacon was missing! ξIn the words of our Lord Darth Vader....NOOOOOOOO! ξIt was McCrap through & through. ξTotally upset over this one. ξI have picture proof of this travesty of gourmet eats as well. ξMcDonald's you have pissed off the wrong fatty. ξI will definitely be calling your hotline to complain about this one for sure. ξKnowing my luck I'll get a coupon for a free McWrap. ξCRAP."
679455900,na,"This McDonald's is located at the food side entrance of the Nellis at Craig Walmart Super Center. At the time that I stopped in Walmart on the way to Utah, I ate breakfast here. This McDonald's exceeded my expectations. I expected a shoddy McDonald's in one of the Las Vegas valley' s older super centers. Instead, I was eating in a clean and surprisingly cozy McDonald's. I am under the impression that it was recently refurbished. The interior shows off McDonald's history through portraits of the first McDonald's. The booths are extraordinary comfortable for ξa McDonald's. Disparate from a few Las Vegas Valley Walmart McDonald's, this location offers more breakfast items. Including the egg McMuffin. ξOn my visit, they served me the egg McMahon meal in a short period of time. The coffee was hot. And I left satisfied. ξKeep in mind that I ate here around 9:45 AM, before the Saturday morning rush. So, I have not seen how this McDonald's is when there is a rush of people."
679455901,"CostOrderProblem","I kinda wish there were negative stars. This McDonald's charged my card the wrong amount. And didn't tell me anything until I looked at my account and went back, they said my money will be returned to my account within hours. Now 3 days later my money is still not in my account. Also. I've been to other McDonald's with long drive thru lines but they are moving at an okay pace. This McDonald's drive thru lines are the slowest I've been in."
679455902,"BadFoodRudeService","No, just no. I understand that the food I order will never ever come out like it looks in the picture, but gadaam, don't mean you gotta give me burnt buns on both my mcdoubles. Women, I told you no pickles.. and what did I get?? Probably the largest slices in the bunch. Now I get it's ξmorning... your tired.. well I'm tired too! When I say good morning at the window I expect some kinda of acknowledgement."
679455903,Filthy,"Kids playplace smells awful and there is food everywhere. ξWill never go there except the drive thru. ξDrive thru staff is very pleasant and polite, but it doesn't make up for the messy playplace."
679455904,OrderProblem,This place is average at best. ξThey screw your order up about 50% of the time. ξWhen they don't screw your order up something is broke or they are out of something. ξI only blame myself for going back. ξIt is the closest place to my house.
679455905,SlowService,The drive thru line is always so long. They only have ice cream about 50% of the time.
679455906,,"They always have maintenence whenever I go. I would rate 0 stars if I could, gives me a good reason not to eat McDonald's anymore."
679455907,RudeService,"Several Times I have Visited this Location, and I Have Encountered...Messed Up Orders, The Drive Thru Order Takers are Not Very Friendly, and at times The Order Takers inside don't pay attention to Customers Standing Right in Front of their Counters until, the Manager Says something!Honestly, This Particular Location can be a Hit-or-Miss! One Day you'll get Excellent Customer Service, the Next Day Not So Much!"
679455908,na,"It's good for a McDonalds. ξNice, clean, and fast. ξThe staff is polite. ξI like that the d��cor is upscale for a McDs."
679455909,"RudeServiceOrderProblem",Food is about the same as any McDonalds but the service is horrible. Couldn't hear the cashier and she rang up part of the order wrong. The crew was more concerned with screwing with one another than in making food. We were missing items and never did get everything. I don't think we'll be back.
679455910,OrderProblem,Messed up our meal three times. Simple orders too. No sweet tea available. Non sense!
679455911,OrderProblem,"Checking out the drive thur after reading all the 1 star reviews......let's see how they do.......everything is in the bag, fresh hot fries even!! Will check the rest of the food once we get home.........and FAIL!!!!! The Chicken Bacon Ranch Hot & spicy was missing both the bacon & the ranch!!!! Ordered 4 cheeseburgers, all 4 were old and cold as well as the 6 piece chicken nuggets...old and cold. ξWay to Mc Ds, keeping up with the 1 star reviews."
679455913,OrderProblem,Worse McDonald's ever!!! ξI don't mind driving down to the Blue Diamond location from now on after several times the drive thru always forgets an item I ordered! ξALWAYS CHECK YOUR BAG BEFORE DRIVING AWAY FROM THE WINDOW!! ξTo top it off I had to drive back to get the burger they forgot and what compensation I get for my inconvenient??? ξ2 effin Apple Pies.... ξare you kidding me??? ξ- 5 Stars if I could rate it like that
679455914,ScaryMcDs,I'm so upset with the drive through!! As you go to pull out the curb on the left is WAY too long and I ended up turning left and hit it... It ruined my tire and rim!! My friend told me they had done the exact same thing but they are I'm an SUV so there was no damage :( I'm so bummed right now!!
679455915,"ScaryMcDsOrderProblemMissingFood","Every time I go their ice cream machine is down. It's a hang out for all the kids in the neighborhood. This establishment including terribles chevron connected to it, does not seem to care what goes on in or around their business. Low class for the area they are in."
679455916,OrderProblem,"I never believed it until now,.. ξ""they screw you at the drive thru""... ξYep. Check your bag before you leave the window because they have a tendency more often than not to not give you what you ordered.Case in point: ξToday at 5:45am, picking up breakfast for the family. ξPurchased 4 hash browns, 2 sausage burritos, 1 parfait, 2 large sweet teas and a hotcakes and sausage with extra butter (and I asked for the extra butter repeatedly). ξWe waited the drive thru for a good 5 minutes because they were making our hash browns ""fresh"", so they said. ξI get home, and there is no parfait. ξERGH!!! ξCalled the restaurant and it seems like them screwing up at the drive thru is common place. ξShe took my name down and asked if I wanted to come back this morning, or if she should add my name to the book. ξNow that one of my kids did not have their breakfast item, I continued to go through the bags to find out that there is NO extra butter, and they didn't include the picante sauce packets for the burritos. ξHow hard is it for your employees to double check the bags before you give it to the customer? ξI mean, you have the receipt that tells you exactly what to put in the bags. ξThis is the closest Mc Donald's to our home, and it will soon be put on my banned restaurant list."
679455917,"RudeServiceOrderProblem",This is probably the worst night shift McDonald's ever!!!Their drive through service is horrendous! When you approach the drive through you wait I would say at least 5 mins before someone acknowledges you from the speaker menu.Tonight when I went to the first window to pay no one was there! The car in front of me already left leaving me to wonder if I needed to pull up to the 2nd window instead. ξI pull up to the 2nd window only to have a staff member lecture me about not paying. Which by the way I already had my money out ready to pay but because it was an inconvenience for her to walk back to the first window she felt the need to argue first. To top things off they had the wrong order so I had to wait again for my order. ξBelieve it or not it took me about 20 mins for a 10 piece nugget meal! I thought its called fast food!
679455918,na,"This is just a standard Vegas 24hr McDonald's which is attached to a Chevron that is the closest one to where I live. Always relatively clean and trash is taken out when I'm here. Breakfast, lunch and graveyard menu are up to standard which I'd expect from a $4-8 menu (ordering fries, spicy McChicken and McDoubles from the dollar menu and McNuggets). I finally had those Mighty Wings and they were pretty large and tasty!"
679455919,RudeService,"I never thought I would write a review of a McDonalds, much less have to write a negative review for a McDonald's. I don't even know how it's possible that a McDonald's could be so bad but unfortunately this one is. ξ Like many people, I have eaten at McDonalds all over America and even in several other countries. ξI have to say this is probably one of the worst McDonald's I've ever been to other than the one in Manila in the Philippines -and that's only because I'm not sure that what was in those burgers was even beef.Where do I begin? The service is terrible. I have never, not ONE time, gotten what I ordered. I get sweet tea when I ask for unsweetened. I get cheese when I ask for none. I get onions when I ask for none. I get 2 chicken sandwiches when I ask for 4 apple pies. ξI have given up on going through the drive thru because I always end up having to pull around, park, go in and wait in the long line of teenagers getting shakes ξjust to get them to correct my order. And even then, they don't get it right and I actually have to tell them, ""No see, this is a Chicken Sandwich, I ordered a McDouble.""The food is almost always cold. The burgers are dry and taste like they have been sitting on a shelf for more than an hour. And the fry's..ugh! When there are 6 cars in the drive thru and 20 people in line, I just don't understand how the fry's can be cold and stale. It absolutely defies logic. Yes, there are times that the food comes out hot. It's one of the reasons I keep going back. There's nothing like hot Fry's from McDonalds.. and also, just because it's McDonald's. Like it or not, it's a staple for working parents too tired to cook dinner after work some nights. It is unfortunate that they have no competition in the immediate area to keep them on their toes, otherwise they might actually try to improve their service and their product. I am sure they are turning a profit. No doubt. It seems to always be busy. However, I truly believe that if ANY other burger joint opened up right next door, this place would close down in a month. Every time I say I'm never going back, I still do. Unfortunately, tonight will be one of those nights as the kids specifically requested it. The shear dread of what I'm about to go through is what prompted this review. ξI really hope they improve. It hurts to have to knock a McDonald's."
679455920,"OrderProblemMissingFoodSlowService","Only ordered 4 items: apple pie, bbq Ranch Burger, small fries, and large Mocha frape. Still messed up my order. Made me wait because they ran out of Mocha mix. Gave me medium frap, no apple pie. Went inside told them I ordered large and the missing apple pie. They said there were no apple pies left. Made me wait more than 10 min. And incorrect order. Just left and disregarded the pie out of my frustration. So bad"
679455921,na,"I truly never thought that I would write a review about a McDonalds but I guess I am. I hate to say this but you ALWAYS need to check your bags for your food, this goes with every fast food restaurant. This particular location has done an amazing job at really stepping up their game to ensure that they are getting orders right."
679455922,na,"good service, quick, polite, what more can you ask from McDonald's right?"
679455923,na,"How does one go about writing a review for McDonalds? ξThey are everywhere! ξSo I've prepared a brief thank you letter for Ronald and the gang. ξDear McDonald's Restaurants, ξThank you for having a value menu. ξI appreciate that I can order not one but two hamburgers, french fries, and cherry pies for about $4. ξThank you for saving me some money on the days where I only have a few bucks in my wallet. ξThank you inventing the covenanted sausage McMuffin with egg. ξYou truly are a delicious treat in the morning when I need to put something in my belly to start my day. ξThank you for making your hash browns, a hand held oval replica of you famous french fries. ξThank you for inventing a rib sandwich that only resembles a cartoon version of ribs. ξYour tangy bar b que sauce, and the sparse toppings of onions wrapped up in your sesame seed bun is always a treat as you make your appearance for a few weeks each year. ξThank you for being available 24 hours to present your inexpensive delights to me at all hours of the night. ξYou never disappoint with my low expectations when I dine at you restaurants in Las Vegas and around the world. ξ Sincerely, Ernesto R. ξCheers!"
679455924,RudeService,the service is either hit or miss
679455925,OrderProblem,"This McDonalds. We hate going to this one because no matter what time of the day we go, they always mess up our orders. We have a big family, and every time, there are a few things always missing."
679455926,OrderProblem,These guys never get any order right! How hard is it
679455927,na,"This is a good McDonalds it is usually pretty busy though, inside is nice and well kept, it's actually one of the nicer interiors of a McDonalds that I have seen In the valley. ξThe drive through is usually pretty busy due to the layout but its usually quick. ξThe food I get is good and if you haven't tried it get a McDouble with Big Mac sauce, i highly recommend it, it's excellent!!!"
679455928,OrderProblem,I haven't been to this place in a whiled till now I received 2 medium fries and some burgers I got home and the fries barely had any almost empty I knew I should of checked first before I left . Never again going to this place
679455929,RudeService,"First of all let me say that this McDonalds doesn't have a sign in their drive thru stating that they charge for Ranch. Second of all customer service sucks here. I know that you can't expect them to treat super great but at least have respect. The stupid cashier at the 2nd window was Rude about me asking for ranch then got her manager which wasn't that nice either.Third of all when I get home, my order is missing! I was missing one of our burgers. Then I try to call them but no answer. Why do they have a phone if they won't answer? So guess what store#18966 I call the 800 number and did a complaint. Hope you learn to have respect, I'm not asking for u to all happy and jolly JUST RESPECT!Forgot to mention that my husband's fries where half way full! What's wrong with them!"
679455930,OrderProblem,"I've here tons of times per month for the last 6 mos.... took my business to this location after a nearby Mc D's kept screwing up and giving me the wrong order entirely every time, including giving me diet soda.Today is like the third time in the last 2 weeks that I've ordered a DR PEPPER and got a DIET COKE, which I'm incredibly allergic to! Thanks for not taking the time to be careful of giving people something they didn't order! Maybe you guys need to be educated about artificial sweetener (which diet is worse for you than regular btw, readers) being a major 'food' allergy, before someone gets a lawyer. If it was my grandpa we were just getting a soda for, he'd be in the hospital right about now.Thanks guys for making my insides burn for the next several hours!! I really (DON'T) appreciate it!!!!!"
679455931,"SlowServiceFilthyBadFood","My visit here was my cycling lunch stop, so I was probably more happy than the average patron to see these golden arches. ξThis McDs is renovated in the dark-wood-meets-quasi-Starbucks-style and while all appeared trendy and chic (one could even watch the game on the suspended flat-screen TV), closer inspection revealed a floor that needed to be swept and a few tables that required a good wipedown. ξWe had to wait longer than I wanted (10 minutes!) for my food, but then again, I was only half done my 50 mile ride at that point and wanted food NOW. ξAlso, exacerbating the wait, I know that drive-thru customers get priority, due to corporate demanding fast order-to-receipt times. ξHowever, my fries were salty and hot, my burger was fresh and tasted the same as other McDs burgers I've consumed, and child chatter was minimal. ξ;)"
679455932,"RudeServiceOrderProblem","Worst MCD ever!!!! I mean it looks legit and super nice cause it's new. This place always messes up our order. Especially the older Filipino lady that works there. She has the like resting ""I hate my job"" face. Gives attitude and doesn't say sorry for not understanding English by messing up the damn orders! Who ever owns this franchise needs to replace her or who ever there that can't fulfill proper simple orders. ξMake the extra drive down the street to the Rainbow one."
679455933,OrderProblem,They literally mess up my order EVERY single time! I make the extra drive and go to the one in rainbow and blue diamond!
679455934,na,This place is like any other MCD's locations. The drive thru is pretty quick and my order was ready as I pulled up to the 2nd window after paying. Exactly how a drive thru should be!
679455935,"OrderProblemRudeService",Don't come to this mickey D's. The service is very poor. Ordered 2 holiday pies last night through the drive through but DID NOT RECIEVE THEM . Tried to call the number on the receipt but busy for ten minutes. Went back to this store and was told by manager it takes ten minutes to cook pies! What? Drive down a few blocks and get awesome service at rainbow and blue diamond!
679455936,"FilthyRudeService",Knowing how bad the drive through service has been I went inside and placed an order for a burger. The lobby wasn't trashed but in a need of a sweep and a wipe down. I ordered my Habanero Quarter Pounder and sat at one of the only clean tables in the store. The register guy did come out to sweep and while he did try his best I have to wonder why he choose to move the chairs at my table and sweep below my feet (remember that it was the only clean table in the store) and ignore what I'm only guessing was a hunk of apple on the floor at the table across from me or the fry and salt residue on the seats of the same table? He even went so far as to pick up a stack of napkins from the floor and put them onto the table top. I know I know young kid working his first job trying so hard but he/they desperately need to go back to the McDonald University and get some remedial training or this store is going to fail to earn repeat business from its locals.
679455937,OrderProblem,"Seriously, an order of 20 pc nuggets and you give us TWO sauces when I asked for sweet n sour & honey mustard! (Only honey mustard was in there) If you're a normal person, you know it takes maybe four-five sauces to finish all nuggets. You guys are ridiculous."
679455938,RudeService,"It's so nice to have a McDs close, and regardless of the service, we still frequent this location LOL... But... The double drive thru is tricky. You can be the first to pull in, but if the person taking your order is slow, then the car next to you (who pulled in after you) will cut in front of you. I've had this happen a million times in the morning when I'm in a hurry to get to work. When this location first opened they would ask if you wanted cream/sugar in your coffee, several times I asked for cream and Splenda and got sugar instead. I've noticed lately, that they don't even ask anymore, in fact I have to ask when I get to the window, and they don't seem sad at all that I have to pull over and fix my own coffee. On the flip side, at least it's done right....."
679455939,"RudeServiceOrderProblem","Went through the drive thru and this Filipino lady forgot to give me dipping sauce for my nuggets or napkins. So I kindly asked her, how come you guys never ask me if I need any sauce like other places? She said, don't tell me how to do my job. Easy cowgirl!"
679455940,Filthy,"The last time I went here, the dining area was literally infested with flies. Flies everywhere. I could barely fill my soda cup because I was so mortified by the swarm of flies that were surrounding me. It was gross and I've never been so terrified in a McDonald's."
679455941,"SlowServiceOrderProblemMissingFood","I'm sorry to agree with everybody's comment here, it's by far the worst drive thru experience I've ever had in my entire McDonald fan!! ξ I ordered choc chip frappe and 2apple pie; when I got to the window to pick up my order (which took 35mins) I was asked if it is ok to not have a choc chip in it because they ran out? ξWhat?Really?They should have said that 30mins ago so I could have left and not waste time waiting for me paying full price for half service?? You joking right?If there's zero negative star on here, they'll get it!"
679455942,OrderProblem,"Had ordered a big Mac and jalapeno double and it is the first time I had to call and let them know how the food is. The big mac's lettuce was soggy and old and the jalapeno double had little to no sauce and three jalapeno slices. The fries were refried over and over cause they were Brown and way over salted. I called and the manager was super nice apologized and offered me two meals at no cost and never mentioned I needed a receipt because I had already told her I threw it away. She said she would just write down my name and put it in the books. I take up the offer on a different day and they don't know what I'm talking about, I pay but get home and the buns are burnt and the order was wrong again. I asked for no meat on the mcmuffin for my daughter and what do they add on, meat. Yeah I can take it off myself but the point is is obviously they do not listen to there customers or just don't pay attention, I mean every encounter there they always forget, or simply make a mistake. Either way I'm taking my business else where. Management is not organized and you can't trust their words! The crew is super nice though! I didn't want to have to post this or the pictures but they aren't listening so maybe they need to see it, pretty sure I wouldn't need a receipt now."
679455943,"BadFoodRudeService","This is got to be one of the worse McDonald's ever, even surpassing the McDonalds In Hawthorn Nevada!Stopped there two times in two days, I was sick and didn't want to cook or get out of the car. Plus, as a child when I got sick my mother would buy me a Big Mac.Anyway, we stopped and went thru the drive thru, it was pretty quick both times. Our larger truck fit through, so that is a good thing.The first trip, my husband, also sick, drove off as soon as the food was handed to us. I'm all like what are doing? I haven't tried the fries yet! Anyway, the fries were either over cooked,( I don't think so), or cooked twice. The amount of salt was unreal and the fries were cooked beyond crispy.Second trip, the fries looked like McDonalds fries just not very warm, and yes he drove off before I tried one. We get back to the R.V. resort we're staying at and I try my Big Mac, almost no sauce and very bland. The patties also look like they have gotten smaller.The two ladies at the window were not overly friendly but not rude either. If you want a burger just stop at In and Out across the street."
679455944,RudeService,Go the the rainbow location instead. This location constantly forgets napkins and the staff is rarely friendly. Worth it to just drive a couple miles to the other location.
679455945,"RudeServiceSlowServiceBadFood","By far the WORST McDonald's I've ever been to!!! ξIf I could give it less then one star I would. ξI live right down the street so this is the easiest McDonald's to get to, but ever time I go the wait is ridiculous, the serve is horrible, and the food is thrown together! ξI suggest everybody go to the McDonald's off rainbow instead because it going to take just as long either way. ξ And their staff is a lot more friendly!!"
